"statefp","countyfp","tract","pop","diabetes_num","diabetes_frac"
11,1,10200,2272.877067757,209.256889379554,0.0920669632106676
11,1,10300,2514.04707869681,327.912592053787,0.130432160492303
11,1,10400,3059.59022894283,354.809853053772,0.115966461684109
11,1,10500,3267.48204796974,298.596826279869,0.0913843815807354
11,1,10600,4604.74696974933,287.518685809274,0.0624396275621907
11,1,10700,1730.70578529308,92.4088500306414,0.0533937372925536
11,1,10800,1341.20078605983,52.500217478922,0.0391441893149769
11,1,10900,1978.4547871049,196.951234897797,0.0995480089721931
11,1,11000,3096.73834435412,351.799505481969,0.113603238750655
11,1,11100,3441.60828490444,473.9462275733,0.137710683011812
24,31,700101,3350.00035593688,397.415890575497,0.118631596522429
24,31,700103,4513.99809999647,534.882457511856,0.118494169838546
24,31,700104,4175.02150455846,440.006108631876,0.105390141859499
24,31,700105,4635.00048646013,500.129780520818,0.107902853943987
24,31,700204,1637.99927196656,183.544603752755,0.112054142449279
24,31,700205,5238.00009301834,532.338540038165,0.101630112750038
24,31,700206,4242.99965265888,437.752026946342,0.103170413099616
24,31,700207,4036.99933678265,446.483935533887,0.110597970989443
24,31,700208,1642.99972000635,162.458365735746,0.0988791195503781
24,31,700304,6004.00054158961,645.800465924345,0.107561693482686
24,31,700306,5004.00945671969,519.903782729704,0.103897442086474
24,31,700308,4145.00887083264,444.190070194049,0.107162634396201
24,31,700309,4011.08856679681,392.929043785489,0.0979607000050054
24,31,700310,4768.01013806364,495.380635764564,0.103896724507752
24,31,700311,5613.00096184024,549.6222936633,0.097919508191765
24,31,700312,3876.01214364307,404.121740715519,0.104262248346747
24,31,700400,1769.99988536622,220.68550226199,0.12468108279924
24,31,700500,4784.00054962714,522.047915051986,0.109123715525633
24,31,700604,5102.00056353281,622.126177951875,0.121937692911796
24,31,700606,3259.10606214029,396.899937314266,0.12178184132296
24,31,700607,5554.00076054692,659.064160370704,0.118664758754157
24,31,700608,4129.00038896913,525.685271628642,0.127315384380452
24,31,700610,1675.99965278843,204.163789700326,0.121816128876071
24,31,700611,4280.99975290314,481.678862486824,0.112515508126385
24,31,700613,4452.00050840998,521.838812469664,0.117214454824049
24,31,700614,3877.00177879697,454.217785829808,0.117156971222941
24,31,700615,2216.00016585691,243.17503364988,0.109736017802077
24,31,700616,3407.00034516078,411.990441837276,0.120924684502148
24,31,700704,2287.72019953122,270.345790122198,0.118172576426783
24,31,700706,2759.80446862315,300.581197826058,0.108913947072495
24,31,700710,5151.55173081917,616.621242181983,0.119696214733329
24,31,700711,4452.02750369997,533.642903438825,0.119865140769083
24,31,700713,4196.23141905166,474.927002710404,0.113179411543927
24,31,700715,4629.09601683061,527.407190099582,0.113933085030429
24,31,700716,5969.09273930588,651.965550239877,0.1092235585396
24,31,700717,4930.46256700463,534.884168955957,0.108485595760422
24,31,700718,3610.06093206338,440.042963687295,0.121893500405763
24,31,700719,6905.73810170212,741.631693693382,0.107393544726318
24,31,700720,2698.9999950436,330.640433182814,0.122504792067431
24,31,700721,2376.00316515084,286.709749214792,0.12066892562266
24,31,700722,3212.16801586985,377.297574698676,0.117458854217656
24,31,700723,2694.77450239739,438.704583951061,0.162798254013748
24,31,700724,2583.99940061747,351.391758588001,0.135987554216937
24,31,700810,3779.06820864267,462.178756913044,0.122299659968044
24,31,700811,3362.26293699504,373.431019973494,0.111065382741078
24,31,700812,3188.0285107822,408.071738576731,0.128001282672534
24,31,700813,4681.52321883479,568.194067981998,0.121369486259521
24,31,700815,5323.00124936953,615.790432197469,0.115684818272475
24,31,700816,6176.12938418727,675.422144435873,0.109360102812152
24,31,700817,4116.08569303241,404.723252173121,0.0983272172535729
24,31,700818,4895.02847944341,480.956580716653,0.0982540924402017
24,31,700819,5301.0014003164,607.479874629399,0.114597191880225
24,31,700820,1949.20231006933,249.554964786046,0.128029278180555
24,31,700822,1207.00019193877,146.255358232213,0.12117260561267
24,31,700823,2519.00033749375,286.484809824397,0.113729563890981
24,31,700824,2164.00007886427,247.130630297114,0.114200841631584
24,31,700826,4338.00003879793,454.204578635063,0.10470368247413
24,31,700828,1710.0000054228,194.104246858948,0.113511255113099
24,31,700829,2633.02689353987,308.518530416858,0.11717257091973
24,31,700830,2005.00035415118,190.884176802246,0.0952040613893341
24,31,700832,2025.08042088974,242.129319854509,0.119565286077936
24,31,700833,2891.00036131006,338.695396013219,0.11715508602003
24,31,700834,3840.06607582301,385.075719368297,0.100278409736939
24,31,700835,3473.04730067379,391.067173475755,0.112600589516845
24,31,700901,3490.46600702397,476.460390941063,0.136503375188948
24,31,700902,3181.47280294638,357.850190182517,0.112479412004122
24,31,700903,1388.49305542517,178.999388371557,0.128916300785347
24,31,700904,2351.9999729098,338.74718736003,0.144025166352764
24,31,700905,3187.99962106263,313.5727099419,0.09836033475982
24,31,701001,4433.33492780133,513.167095046331,0.115751934695543
24,31,701002,2721.25753473869,346.877496346929,0.127469558437158
24,31,701004,3759.19592530206,453.882884688679,0.12073935323076
24,31,701005,2897.99089345671,312.271433054271,0.107754456288783
24,31,701006,3873.07632497328,519.412806826949,0.13410859049635
24,31,701007,2429.09595214571,255.864961745626,0.105333410777623
24,31,701101,3886.11812785799,453.181386994146,0.116615442990648
24,31,701102,4753.38469425592,519.933927666272,0.109381832338243
24,31,701201,4688.01475444103,508.181489624526,0.108400147235697
24,31,701202,2150.0004955825,254.863870275429,0.118541307687642
24,31,701205,4855.03209123774,568.700400292072,0.117136280379784
24,31,701206,4814.0332933484,601.070358236054,0.124857956231121
24,31,701210,2942.99958404149,374.155829563295,0.127134176841943
24,31,701211,4765.88172797384,510.313025099672,0.107076309112821
24,31,701212,2065.9994391262,258.913473555508,0.125321173206617
24,31,701213,5479.07099835042,569.980535072523,0.104028682096678
24,31,701214,2939.08386432572,271.096742427934,0.092238518852244
24,31,701215,3864.13588928356,430.905925759476,0.11151417499434
24,31,701216,4052.25746571663,437.987211331653,0.108084744130195
24,31,701218,2050.24681067401,225.950198486601,0.110206340675795
24,31,701219,2897.25108973619,262.059695410069,0.0904511508645014
24,31,701220,2957.59331733517,397.204652143211,0.134299955918584
24,31,701221,3133.99955834412,373.906841414563,0.119306603097328
24,31,701303,2861.18134435299,353.67915421828,0.123612980671891
24,31,701304,4717.99972081214,634.667462210376,0.13452045353261
24,31,701306,2293.99972972255,259.401495910976,0.113078259142755
24,31,701307,3039.00014185324,338.659134259072,0.111437682938886
24,31,701308,2510.99880887703,336.205082962558,0.133892967919374
24,31,701312,4581.99983848175,508.686598097703,0.111018467051334
24,31,701313,2793.99926903924,323.182742344491,0.115670303112006
24,31,701314,2389.99982849946,250.062586932494,0.104628704969194
24,31,701315,3624.99965962015,375.783912034786,0.103664537191753
24,31,701316,4474.99306122569,580.680482306139,0.129761202835718
24,31,701317,3209.99917128868,358.970131613692,0.11182873030761
24,31,701407,4289.00313426603,566.728420631752,0.13213523116922
24,31,701408,5009.00335439457,618.878110633461,0.123553143579051
24,31,701409,3464.00565722988,449.394718151404,0.129732674429515
24,31,701410,5235.00199467711,608.475222802135,0.116232089963065
24,31,701414,5786.00679712479,775.762269789813,0.134075589087678
24,31,701415,6182.0068914862,827.429412947108,0.133844789802262
24,31,701417,4593.99456355694,486.256980879565,0.105846224707562
24,31,701418,2603.00245765611,299.345366841328,0.115000032351439
24,31,701420,5560.98241455798,895.340681584862,0.16100404835681
24,31,701421,1343.00075646871,149.597127601561,0.111390203528189
24,31,701422,1976.98337292435,220.259772001736,0.111412050813522
24,31,701423,3098.97668752935,369.288006711709,0.11916449975173
24,31,701503,5533.00402773473,766.589724616738,0.138548557126315
24,31,701505,5051.00699951002,598.155876747689,0.11842309400991
24,31,701506,4033.00478072534,553.646512603533,0.137278913045067
24,31,701507,3668.00193030505,560.384754641984,0.152776570266248
24,31,701508,3077.99740065015,405.227105453744,0.131652841996601
24,31,701509,4620.98913253084,600.346662652438,0.129917350037921
24,31,701601,1624.00045927185,190.512436727544,0.11731058057272
24,31,701602,4989.99610806635,567.814233324669,0.113790516270503
24,31,701701,2422.00034837496,342.166548914085,0.141274359908189
24,31,701702,1658.00016653085,188.409673151237,0.113636703393981
24,31,701703,2745.00092398524,339.412368102876,0.123647451313098
24,31,701704,2179.0006374571,273.897075336565,0.125698483345192
24,31,701800,3946.99654504956,562.120392768397,0.142417249762588
24,31,701900,2428.00171043833,278.1508820777,0.114559590663339
24,31,702000,3867.00148997737,530.866387301561,0.137281143717549
24,31,702101,4214.00193021803,612.347676227286,0.145312623574333
24,31,702102,2128.99958108498,220.36845336948,0.103507983433786
24,31,702200,3372.00072305842,375.653440177199,0.111403724681435
24,31,702301,2763.00174183145,317.346251894692,0.114855610508714
24,31,702302,3088.00176649209,398.926508387262,0.129185971561291
24,31,702401,2074.99965095951,251.790475142211,0.121344827709142
24,31,702402,3558.99970417125,397.859294083073,0.111789639548655
24,31,702500,5205.99595361499,590.873802628932,0.113498705702726
24,31,702601,4062.99835829066,329.262109045334,0.0810391932286819
24,31,702602,4044.99883629504,354.010545813755,0.0875180834756447
24,31,702700,5413.00276676047,683.646935963473,0.126297170982718
24,31,702800,3765.99923933199,413.545563562087,0.109810315212767
24,31,702900,4369.99568003343,562.481504487483,0.128714430327121
24,31,703000,1398.00064509515,163.845103959213,0.117199591097515
24,31,703100,3551.00184357994,439.192336154351,0.12368124701157
24,31,703201,5637.41689348665,691.202610592446,0.122609809359859
24,31,703202,4607.88558154103,584.741058937476,0.126900082172162
24,31,703206,3195.07292934948,408.153815933142,0.127744757305506
24,31,703207,4364.71114905378,512.880331057101,0.117506133520036
24,31,703208,3559.00586900125,439.164958913515,0.12339540171558
24,31,703209,4748.02981284796,577.218221505216,0.121570049948568
24,31,703210,2773.00576151389,316.837365126902,0.11425773776753
24,31,703212,6716.05917035365,945.91430677998,0.140843652920076
24,31,703213,4456.01754152967,549.383912456022,0.123290338813933
24,31,703214,5358.980325344,667.457238129785,0.124549298114271
24,31,703215,2696.39546166768,309.880864120104,0.114924115740963
24,31,703216,3339.03675947782,644.695459657456,0.193078275591754
24,31,703218,1775.00094345785,358.550790070021,0.20200033774153
24,31,703219,3489.89133832366,723.177635416845,0.207220674029415
24,31,703220,3974.01165449417,604.548054385763,0.152125385365211
24,31,703221,3907.00436443535,520.050022748593,0.133107100540378
24,31,703301,3896.14627700881,467.734491558513,0.120050546951642
24,31,703302,3451.00350372369,402.076086750467,0.116509903950147
24,31,703401,4073.37346050994,506.325624734556,0.124301302014957
24,31,703402,2703.04326028973,338.982641657771,0.125407775242723
24,31,703403,2900.00267306804,330.219726450508,0.113868766231569
24,31,703404,2373.99981577418,300.581898426701,0.126614120367435
24,31,703501,5654.05650655405,727.536606482709,0.128675156613551
24,31,703502,2370.10439733866,342.996226449118,0.144717771434145
24,31,703601,3487.26361216375,413.594207624356,0.118601360155773
24,31,703602,2402.73783612325,260.207318654928,0.108296175613884
24,31,703701,3080.07495154142,370.536580160941,0.120301156949283
24,31,703702,3169.13180157889,356.087023695679,0.112361064793289
24,31,703800,2381.02486397066,271.920699207903,0.114203216993896
24,31,703901,2324.0005124554,265.991701196116,0.114454235173591
24,31,703902,5673.07609239331,609.98689331978,0.107523129142878
24,31,704000,5337.00247835882,704.187265379565,0.131944339211944
24,31,704100,3255.71399798867,390.929845006074,0.120074995914133
24,31,704200,1361.37560090262,173.56617787142,0.127493233870463
24,31,704300,2601.25411595804,280.194691398993,0.107715232310472
24,31,704401,2338.47674013212,273.123468482012,0.116795460820611
24,31,704403,1483.99999894339,210.158510625072,0.141616247152766
24,31,704404,3924.12479623843,472.993544498102,0.12053478649596
24,31,704501,2558.0377811181,288.503636661574,0.112783180448363
24,31,704502,1791.00280948535,217.198028587017,0.121271740857531
24,31,704503,2756.12478655969,287.403150523168,0.104277989126144
24,31,704600,3641.06657996526,388.634146524727,0.106736347163538
24,31,704700,2942.99991423643,345.569315618073,0.117420769856778
24,31,704803,3007.00006952101,278.688909245994,0.0926800474901174
24,31,704804,1561.00044864501,158.0561908721,0.101253136095699
24,31,704805,1678.00658598667,221.173971699699,0.13180757068939
24,31,704806,2745.01896179893,190.531118997809,0.0694097642491132
24,31,705000,2817.49208289036,282.54951835503,0.100284050511039
24,31,705100,4055.20271542909,492.131244716465,0.121357988552341
24,31,705200,2359.00028870486,277.85875203511,0.117786654527143
24,31,705300,1440.99982440564,174.746553653418,0.121267574564414
24,31,705400,2093.99989653408,242.702173601936,0.115903622537732
24,31,705501,2182.00016276175,336.312902013186,0.154130557711562
24,31,705502,2911.99993932171,386.911798027361,0.132868065278011
24,31,705601,2031.0002903523,234.78991989144,0.115603095187501
24,31,705602,4137.00048591612,465.04631117946,0.112411471248952
24,31,705701,3225.05120111461,374.234337852123,0.116039812863369
24,31,705702,3437.00064096218,438.962635101499,0.127716774291498
24,31,705800,4572.99980948296,532.261210277011,0.11639213480247
24,31,705901,2990.07021050947,400.275247753871,0.133868176856512
24,31,705902,3251.03047281654,419.545472772173,0.12904999700255
24,31,705903,3208.99964134842,397.203382395303,0.123777945399956
24,31,706005,3842.01319182137,487.834212153632,0.126973591135007
24,31,706007,5510.72827095539,693.210122883262,0.125792833324203
24,31,706008,3865.01047751803,503.032841675161,0.130150447094827
24,31,706009,4082.05541334615,514.56874411233,0.126056285867645
24,31,706010,2064.00782642694,282.1767178131,0.136713007673805
24,31,706011,3901.23731365155,513.76127164851,0.131691878843338
24,31,706012,2657.01663696705,360.880821975536,0.135821814946359
24,31,706013,2225.00043917887,266.575004100814,0.119808966958763
24,33,800102,2351.14961354257,296.014571605185,0.125902056551462
24,33,800103,1603.06343840141,195.921803038252,0.122217124004542
24,33,800105,2742.01208539976,300.411184292256,0.109558665292483
24,33,800106,2076.99997850129,238.270055266824,0.114718371561445
24,33,800108,2592.99993611508,289.575840243356,0.11167599204696
24,33,800109,2616.03526746147,320.81719165557,0.122634887857182
24,33,800203,3521.12647978416,437.125955320981,0.124143781210545
24,33,800206,2835.30806552301,327.280007118243,0.11543014006059
24,33,800208,5365.89226301572,700.861423812072,0.130614143828929
24,33,800209,2624.15452722651,342.260082903411,0.130426801986066
24,33,800210,2101.34036069607,222.762665329549,0.106009797125754
24,33,800211,2080.04335303581,296.560353272326,0.142574121274683
24,33,800212,3697.11178562687,515.096551413707,0.139324040299844
24,33,800213,3310.05416079412,400.525703707987,0.121002764381322
24,33,800214,1978.21217235817,228.511866429567,0.115514336441053
24,33,800215,1877.04308079943,227.726189720216,0.121321770421608
24,33,800401,1869.14920940171,236.442761315633,0.126497531671811
24,33,800402,3520.21404304489,407.549412823238,0.115774043237075
24,33,800403,3140.01055221191,374.138901317101,0.119152115923161
24,33,800408,5359.01569989479,724.78959253628,0.135246775364086
24,33,800409,4722.03298302829,593.306646926889,0.125646442762963
24,33,800410,4463.78190399981,512.562845964957,0.114827036129536
24,33,800411,3074.9998936064,449.782237942159,0.146270651546153
24,33,800412,2452.1257761264,333.264908951599,0.135908570513073
24,33,800413,2701.03172209517,347.903262487535,0.12880384174743
24,33,800504,3944.05570677236,454.078602116578,0.115129865264549
24,33,800505,2089.02689832858,237.651049386179,0.113761603345712
24,33,800507,2285.00002149842,274.918013832222,0.120314228116261
24,33,800509,7945.99673682674,1260.18195818964,0.158593314335151
24,33,800511,3897.12586572311,481.28324396267,0.123496972011031
24,33,800513,4228.02096769855,503.289501827746,0.119036661755654
24,33,800514,3900.00023104191,447.547876312218,0.114755858922771
24,33,800515,3018.42751178205,379.312333814597,0.125665543510321
24,33,800516,2851.0310058881,326.37277573939,0.114475351220435
24,33,800517,4114.99983833295,589.974106581679,0.143371598969658
24,33,800518,2348.99998344036,330.067156215645,0.140513903168372
24,33,800519,2776.04097611178,390.188868498972,0.140555875023676
24,33,800520,1443.99991819165,206.475542880332,0.142988611203597
24,33,800601,1631.99988154617,249.652020070414,0.152973062616825
24,33,800604,1213.99986865525,164.147308205804,0.135211965374947
24,33,800605,3188.31358248183,355.923015345454,0.111633628919398
24,33,800606,3734.00036809298,484.598735911528,0.129780045029567
24,33,800607,4298.03015616444,623.66779490792,0.145105495365924
24,33,800608,3160.00035564935,378.801092494696,0.119873749956226
24,33,800701,4039.18988411438,525.028256802404,0.12998355409516
24,33,800704,3650.04716802222,433.615237788065,0.118797160098898
24,33,800705,3385.05214385984,459.261251451572,0.135673316667995
24,33,800706,2829.0208490259,382.28497878529,0.135129784892508
24,33,800707,2336.99373444245,394.277419967173,0.168711372288397
24,33,800800,2988.02592232093,410.409215732909,0.137351290250563
24,33,800900,1284.01734689497,180.51819505584,0.140588595233836
24,33,801003,3767.00783660501,448.403809860494,0.119034477577465
24,33,801004,3513.79634078037,452.33414297912,0.128730893629043
24,33,801005,2993.99711059187,426.986275664757,0.142614124160043
24,33,801006,2893.17638961842,358.700834730155,0.123981668043912
24,33,801104,1806.28896108338,105.559638747006,0.0584400619287918
24,33,801207,3631.24467175469,485.660955084784,0.133745037579664
24,33,801208,2931.13170371194,436.404047622178,0.148885854248556
24,33,801209,3987.00353059747,527.612729382785,0.132333148273817
24,33,801210,3571.0026939672,527.104349103802,0.147606819225952
24,33,801211,2313.16701173911,340.11017398629,0.14703226021306
24,33,801212,2818.05237337915,403.768922271236,0.143279424500927
24,33,801213,2935.99408828315,483.565147665515,0.164702357404365
24,33,801214,3021.02543874324,584.349929814757,0.193427676020447
24,33,801215,1856.99611582254,259.679454772232,0.139838447996543
24,33,801216,2745.01691935811,399.148394740471,0.145408355018011
24,33,801217,2830.06997354614,389.304860258996,0.137560153599732
